"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2015-01",-6.207569,54.496247,"Lisnabilla Road","OTTH",NA,NA
"2015-01",-6.524344,54.871442,"Ford Road","OTTH","PORTGLENONE",1187
"2015-01",-6.667146,55.133386,"Brook Street","CDAR","OMAGH",21325
"2015-01",-6.291582,54.870564,"Carnvale Close","ASBO","BALLYMENA",30265
"2015-01",-7.661265,54.328183,"Cleenish Park","CDAR","ENNISKILLEN",13826
"2015-01",-5.937138,54.617644,"Oceanic Avenue","VISO","BELFAST",335665
"2015-01",-6.048486,54.553596,"Mount Eagles Avenue","ASBO","DUNMURRY",NA
"2015-01",-6.455449,54.432251,"Garvaghy Road","ASBO","PORTADOWN",22611
"2015-01",-5.839302,54.634625,"Abbey Ring","ASBO","HOLYWOOD",12657
"2015-01",-5.610733,54.266051,"Whiterock Drive","PUBO","ARDGLASS",1923
"2015-01",-6.739736,54.646009,"Molesworth Road","ASBO","COOKSTOWN",10718
"2015-01",-5.928741,54.597032,"Donegall Square East","VISO","BELFAST",335665
"2015-01",-5.665177,54.665573,"Holborn Lane","ASBO","BANGOR",62789
"2015-01",-7.332034,55.032141,"Glendale Park","VECR","BELFAST",335665
"2015-01",-6.441213,54.422032,"Sandy Row","ASBO","BELFAST",335665
"2015-01",-5.799998,54.596341,"Cherryhill Road","ASBO","BALLYNAHINCH",5567
"2015-01",-5.890427,54.220315,"Bernagh Green","VISO","NEWCASTLE",7524
"2015-01",-5.815588,54.858135,"Greenland Walk","VISO","LARNE",33620
"2015-01",-6.332142,54.458121,"Ardboe Drive","ASBO","LURGAN",28568
"2015-01",-5.936427,54.59835,"College Place North","CDAR","BELFAST",335665
"2015-01",-6.303439,54.315368,"Banbridge Road","CDAR","LURGAN",28568
"2015-01",-6.263566,54.353148,"Rockview Close","DRUG","BANBRIDGE",14634
"2015-01",-7.284173,54.993935,"Lyndhurst Road","VISO","LONDONDERRY",NA
"2015-01",-6.08456,54.527299,"Glenwood Court","ASBO","LISBURN",121654
"2015-01",-6.399679,54.195084,"Church Road","ASBO",NA,NA
"2015-01",-6.188447,54.712913,"Rathmore Gardens","SHOP","ANTRIM",21896
"2015-01",-6.028171,54.578001,"Hawthorn View","CDAR","BELFAST",335665
"2015-01",-5.863774,54.843754,"Old Mill Heights","ASBO","HILLSBOROUGH",3487
"2015-01",-5.96962,54.58936,"Rockmore Road","VISO","CLAUDY",1347
"2015-01",-6.334306,54.463704,"Church Place","VISO","LURGAN",28568
"2015-01",-5.929735,54.589044,"Vernon Court","ROBY","BELFAST",335665
"2015-01",-6.024791,54.574649,"Suffolk Rise","ASBO","BELFAST",335665
"2015-01",-7.596329,54.717292,"Castlefin Road","VECR","CASTLEDERG",2936
"2015-01",-6.025092,54.565866,"Colinmill","ASBO","DUNMURRY",NA
"2015-01",-5.89199,54.590728,"Fashoda Street","DRUG","BELFAST",335665
"2015-01",-7.616217,54.327913,"Dublin Road","OTCR","OMAGH",21325
"2015-01",-5.6408,54.24815,"Seaview","CDAR","BELFAST",335665
"2015-01",-5.919773,54.658165,"Merville Garden Village","SHOP","NEWTOWNABBEY",118261
"2015-01",-5.699942,54.577587,"Canberra Gardens","ASBO","NEWTOWNARDS",28654
"2015-01",-5.955467,54.667668,"Glengormley Park","ASBO","NEWTOWNABBEY",118261
"2015-01",-5.630251,54.64509,"Albany Road","CDAR","BANGOR",62789
"2015-01",-5.81549,54.85276,"Agnew Street","BITH","LARNE",33620
"2015-01",-5.671833,54.643794,"Balloo Avenue","OTCR","BANGOR",62789
"2015-01",-5.893548,54.590512,"Grove Street East","VISO","BELFAST",335665
"2015-01",-6.577862,54.069657,"Monog Road","BURG","CROSSMAGLEN",1629
"2015-01",-5.925144,54.610853,"Bentinck Street","SHOP","BELFAST",335665
"2015-01",-5.676548,54.655647,"Church Street","VISO","BALLYMONEY",11365
"2015-01",-6.230421,54.479666,"Castlevue Gardens","ASBO",NA,NA
"2015-01",-5.697005,54.650161,"Glastry Gardens","VISO","BANGOR",62789
"2015-01",-5.956184,54.578981,"Falcon Road","CDAR","BELFAST",335665
"2015-01",-5.973531,54.623065,"Tedburn Park","CDAR","BELFAST",335665
"2015-01",-5.986597,54.582052,"Denewood Park","ASBO","BELFAST",335665
"2015-01",-6.904495,55.080803,"Bishops Road","OTTH","CASTLEROCK",1288
"2015-01",-6.341382,54.114958,"Killeen School Road","VISO","NEWRY",27234
"2015-01",-5.966475,54.594411,"Locan Street","ASBO","BELFAST",335665
"2015-01",-7.609154,54.353089,"Lackaboy View","VISO","ENNISKILLEN",13826
"2015-01",-5.959921,54.611911,"Bray Court","BURG","BELFAST",335665
"2015-01",-5.928554,54.600102,"Winecellar Entry","OTTH","BELFAST",335665
"2015-01",-5.888655,54.59598,"Bloomfield Avenue","ASBO","BELFAST",335665
"2015-01",-5.943706,54.627082,"Old Westland Road","DRUG","BELFAST",335665
"2015-01",-6.028672,54.51091,"Ashmount Gardens","ASBO","LISBURN",121654
"2015-01",-5.885262,54.599326,"Connsbrook Avenue","VISO","BELFAST",335665
"2015-01",-6.268018,54.348252,"Rathfriland Street","BURG","BANBRIDGE",14634
"2015-01",-6.575684,54.188526,"Dundalk Street","ASBO","NEWTOWNHAMILTON",2903
"2015-01",-7.269636,55.031226,"Parkmore Drive","ASBO",NA,NA
"2015-01",-5.932635,54.591645,"Ventry Street","ASBO","BELFAST",335665
"2015-01",-6.952247,55.0499,"Catherine Street","ASBO","LIMAVADY",12128
"2015-01",-5.888475,54.592275,"Greenville Road","OTTH","BELFAST",335665
"2015-01",-7.337226,54.999024,"Beechwood Avenue","VISO","LONDONDERRY",NA
"2015-01",-7.382535,54.717217,"Mourne Park","OTTH","NEWTOWNSTEWART",1524
"2015-01",-6.259856,55.197621,"Altananam Park","ASBO","BALLYCASTLE",5765
"2015-01",-6.339832,54.886722,"Elmwood","ASBO","LONDONDERRY",NA
"2015-01",-5.891576,54.220039,"Castlewellan Road","VISO","DROMARA",601
"2015-01",-6.33856,54.178201,"Edward Street","CDAR","LURGAN",28568
"2015-01",NA,NA,"No Location","VISO",NA,NA
"2015-01",-5.929306,54.600232,"Rosemary Street","SHOP","BELFAST",335665
"2015-01",-5.885553,54.398843,"Meadowvale","VECR","LISBURN",121654
"2015-01",-6.104663,54.450148,"Dromore Road","OTTH","FINTONA",1458
"2015-01",-5.963304,54.611438,"Woodvale Road","ASBO","BELFAST",335665
"2015-01",-6.745606,54.649583,"Oldtown Street","ASBO","COOKSTOWN",10718
"2015-01",-7.355458,55.015749,"Rosskeen Park","VECR","LONDONDERRY",NA
"2015-01",-5.934292,54.600173,"Berry Street","OTTH","BELFAST",335665
"2015-01",-5.972367,54.676937,"Antrim Road","OTTH","TEMPLEPATRICK",1518
"2015-01",-5.927226,54.577509,"Annadale Embankment","ASBO","BELFAST",335665
"2015-01",-7.321935,54.996721,"Magazine Street","VISO","LONDONDERRY",NA
"2015-01",-5.908824,54.583167,"Ardenlee Avenue","CDAR","BELFAST",335665
"2015-01",-5.853659,54.614952,"Glendhu Park","ASBO","BELFAST",335665
"2015-01",-5.537567,54.642512,"High Street","CDAR","HOLYWOOD",12657
"2015-01",-5.989629,54.572928,"Riverdale Park East","ASBO","BELFAST",335665
"2015-01",-5.948252,54.671185,"Glebe Villas","BURG","NEWTOWNABBEY",118261
"2015-01",-5.722953,54.314968,"Kingsfield Avenue","ASBO","DOWNPATRICK",11012
"2015-01",-7.332157,55.028522,"Galliagh Park","BURG","LONDONDERRY",NA
"2015-01",-5.896888,54.595054,"Avoniel Road","ASBO","BELFAST",335665
"2015-01",-6.288562,54.825278,"Carmossan Park","BURG","BALLYMENA",30265
"2015-01",-5.950512,54.610314,"Rosewood Street","SHOP","BELFAST",335665
"2015-01",-6.418948,54.43406,"Hillside Crescent","VISO","AUGHER",411
"2015-01",NA,NA,"No Location","VISO",NA,NA
"2015-01",-5.956349,54.597322,"Waterford Gardens","ASBO","BELFAST",335665
"2015-01",-5.884451,54.588709,"Dunraven Gardens","ASBO","BELFAST",335665
"2015-01",-6.940237,55.045493,"Drumachose Mews","ASBO","LIMAVADY",12128
"2015-01",-6.205049,54.53789,"Old Moira Road","VISO",NA,NA
"2015-01",-5.554721,54.301474,"Rocks Road","BURG","DOWNPATRICK",11012
"2015-01",-6.658817,55.146572,"Groves End Gardens","ASBO","COLERAINE",24694
"2015-01",-5.809036,54.716368,"Albert Road","ASBO","CARRICKFERGUS",28653
"2015-01",-6.31406,54.159971,"Commons School Road","VECR","NEWRY",27234
"2015-01",-6.192086,54.69321,"Abbey Gardens","VISO","MILLISLE",2359
"2015-01",-7.276112,55.019883,"Gransha Park","VISO","BELFAST",335665
"2015-01",-5.651898,54.63941,"Penbrooke Avenue","ROBY","BANGOR",62789
"2015-01",-5.989668,54.578113,"Corby Way","ASBO","BELFAST",335665
"2015-01",-5.841071,54.854296,"Fairway","PUBO","PORTADOWN",22611
"2015-01",-7.445594,54.248965,"Trasna Way","DRUG","LISNASKEA",2744
"2015-01",-6.502516,55.066649,"Stuart Park","ASBO","BALLYMONEY",11365
"2015-01",-6.631712,55.118683,"Windyhall Park","DRUG","COLERAINE",24694
"2015-01",-6.216693,54.72272,"Ajax Court","ASBO","ANTRIM",21896
"2015-01",-6.92444,55.148586,"Seacoast Road","DRUG","LIMAVADY",12128
"2015-01",-5.933895,54.587857,"Lower Crescent","VISO","COMBER",9256
"2015-01",-7.537008,54.688702,"Creevy Road","OTTH","ARMAGH",175621
"2015-01",-5.907315,54.67619,"Fernagh Road","ASBO","NEWTOWNABBEY",118261
"2015-01",-6.756895,54.516172,"Lambfield Drive","ASBO","DUNGANNON",15987
"2015-01",-5.659971,54.637482,"Rathgill Grove","ASBO","BANGOR",62789
"2015-01",-6.35195,54.455249,"Old Portadown Road","ASBO","LURGAN",28568
"2015-01",-7.318883,54.994278,"Bridge Street","SHOP","CUSHENDALL",1410
"2015-01",-7.009821,54.885723,"Glenedra Road","ASBO","FEENY",697
"2015-01",-6.449808,54.369422,"Laurel Heights","VISO","TANDRAGEE",3489
"2015-01",-6.274178,54.863346,"Castle Street","OTTH","DONAGHADEE",6926
"2015-01",-5.678499,54.645899,"Cleland Park Central","ASBO","BANGOR",62789
"2015-01",-7.319723,54.993609,"Horace Street","ASBO","LONDONDERRY",NA
"2015-01",-6.338106,54.466586,"William Street","VISO","DONAGHADEE",6926
"2015-01",-6.944266,55.052337,"Alexander Terrace","ASBO","LIMAVADY",12128
"2015-01",-6.40621,54.43348,"Lisnisky Lane","ASBO","PORTADOWN",22611
"2015-01",-5.95955,54.618401,"Etna Drive","ASBO","BELFAST",335665
"2015-01",-7.152608,54.910617,"Irwin Crescent","ASBO","BELFAST",335665
"2015-01",-5.70894,54.316006,"Ballymote Park","ASBO","DOWNPATRICK",11012
"2015-01",-6.700079,54.448257,"Roxborough Park","BURG","MOY",2256
"2015-01",-5.91472,54.673595,"Lacken Gardens","CDAR","NEWTOWNABBEY",118261
"2015-01",-7.321893,54.999244,"Great James Street","ASBO","LONDONDERRY",NA
"2015-01",-6.014533,54.576017,"Mulroy Park","VISO","BELFAST",335665
"2015-01",-6.184681,54.711401,"Donore Crescent","OTTH","ANTRIM",21896
"2015-01",-6.207524,54.252218,"Loughbrickland Road","VISO","GILFORD",1216
"2015-01",-5.940605,54.600811,"Fingals Court","ASBO","BELFAST",335665
"2015-01",-5.953434,54.580165,"Great Northern Street","ASBO","BELFAST",335665
"2015-01",-5.958791,54.612826,"Brookfield Place","VISO","BELFAST",335665
"2015-01",-7.314033,55.032176,"Capall Court","CDAR","LONDONDERRY",NA
"2015-01",-5.972374,54.626388,"Silverstream Crescent","ASBO","BANGOR",62789
"2015-01",-6.417175,54.423292,"Queens Gardens","ASBO","NEWTOWNABBEY",118261
"2015-01",-5.933374,54.637221,"Innisfayle Road","BURG","LISBURN",121654
"2015-01",-5.933649,54.63639,"Parkmount Road","OTTH","NEWTOWNABBEY",118261
"2015-01",-5.926248,54.599505,"Pottingers Entry","OTTH","BELFAST",335665
"2015-01",-5.904611,54.564288,"Glencregagh Court","ASBO","BELFAST",335665
"2015-01",-7.318992,54.995249,"Newmarket Street","VISO","LONDONDERRY",NA
"2015-01",-5.852115,54.618096,"Knocknagoney Avenue","ASBO","BELFAST",335665
"2015-01",-5.838283,54.626682,"Firmount Crescent","OTTH","HOLYWOOD",12657
"2015-01",-6.671097,54.694354,"Fairhill","ASBO","MAGHERA",8387
"2015-01",-7.473973,54.820549,"Lisnafin Park","VISO","STRABANE",17695
"2015-01",-5.934622,54.595794,"Howard Street","SHOP","BELFAST",335665
"2015-01",-6.219974,54.730729,"Mull Road","VISO","ANTRIM",21896
"2015-01",-5.790355,54.588088,"Drumadoon Drive","ASBO","DUNDONALD",16257
"2015-01",-6.710791,54.967082,"Tirkeeran Road","CDAR","GARVAGH",1291
"2015-01",-7.650832,54.344108,"Coleshill Road","ASBO","ENNISKILLEN",13826
"2015-01",-6.148994,54.413171,"Meeting Street","VISO","DROMORE",5254
"2015-01",-6.009874,54.748476,"Grange Valley Crescent","ASBO","BALLYCLARE",18675
"2015-01",-6.058467,54.513998,"Hillside Gardens","SHOP","BANGOR",62789
"2015-01",-6.21334,54.597041,"Gobrana Road","VECR",NA,NA
"2015-01",-5.687575,54.641859,"Lord Warden'S Grange","VISO","BANGOR",62789
"2015-01",-5.941001,54.691619,"Christine Road","VISO","NEWTOWNABBEY",118261
"2015-01",-6.267384,54.351244,"Castlewellan Road","VISO","DROMARA",601
"2015-01",-6.661708,55.1408,"Maple Drive","ASBO","COLERAINE",24694
"2015-01",-6.707476,55.176481,"Old Mill Grange","ASBO","PORTSTEWART",7825
"2015-01",-5.807971,54.716824,"St. Brides Street","CDAR",NA,NA
"2015-01",-6.743266,54.640053,"Fountain Close","VISO","COOKSTOWN",10718
"2015-01",-7.044257,55.042869,"Clooney Road","OTTH","LONDONDERRY",NA
"2015-01",-6.515408,55.068083,"Meeting House Street","CDAR","DONAGHADEE",6926
"2015-01",-5.915225,54.678258,"Kings Road","ASBO","WHITEHEAD",3803
"2015-01",-6.277105,54.858258,"Queen Street","ASBO","LONDONDERRY",NA
"2015-01",-5.965383,54.580627,"Boucher Crescent","ASBO","BELFAST",335665
"2015-01",-5.950512,54.610314,"Rosewood Street","SHOP","BELFAST",335665
"2015-01",-6.248544,54.099554,"Slieve Foy Place","DRUG","WARRENPOINT",7651
"2015-01",-5.917032,54.59693,"Mays Meadow","PUBO","BELFAST",335665
"2015-01",-5.923238,54.585967,"Ormeau Road","BITH","BELFAST",335665
"2015-01",-5.810977,54.827682,"Glenburn Road","POSW","NEWTOWNARDS",28654
"2015-01",-6.681433,55.12048,"Burnside Park","ASBO","BELFAST",335665
"2015-01",NA,NA,"No Location","OTCR",NA,NA
"2015-01",-7.31278,55.02589,"Moyola Drive","VISO","LONDONDERRY",NA
"2015-01",-6.011017,54.566912,"Blacks Road","CDAR","BELFAST",335665
"2015-01",-6.750354,54.632688,"Old Rectory Glen","VISO","COOKSTOWN",10718
"2015-01",-6.67205,55.131625,"Queen Street","OTCR","LONDONDERRY",NA
"2015-01",-5.665078,54.647851,"Skipperstone Road","CDAR","BANGOR",62789
"2015-01",-6.344243,54.185476,"Armagh Road","CDAR","NEWTOWNHAMILTON",2903
"2015-01",-6.224242,54.721169,"Innisgarry Park","ASBO","ANTRIM",21896
"2015-01",-6.155978,54.412694,"Banbridge Road","OTTH","LURGAN",28568
"2015-01",-5.980767,54.582952,"Lake Glen Close","ASBO","BELFAST",335665
"2015-01",-5.92717,54.65716,"Longlands Avenue","OTTH","NEWTOWNABBEY",118261
"2015-01",-5.717224,54.314339,"Vianstown Heights","BURG","DOWNPATRICK",11012
"2015-01",-5.930334,54.599189,"Castle Street","VISO","DONAGHADEE",6926
"2015-01",-5.988218,54.754839,"Henryville Meadows","ASBO","BALLYCLARE",18675
"2015-01",-5.890652,54.59207,"Beersbridge Road","VISO","BELFAST",335665
"2015-01",-5.94134,54.60802,"Florence Court","ASBO","BELFAST",335665
"2015-01",-5.641209,54.649572,"Kingsmere Park","CDAR","BANGOR",62789
"2015-01",-7.312731,55.014176,"Bay Road","ASBO","LARNE",33620
"2015-01",NA,NA,"No Location","OTCR",NA,NA
"2015-01",-7.318823,54.996883,"Foyle Street","CDAR","LONDONDERRY",NA
"2015-01",-5.815722,54.73143,"Milebush Park","BURG","CARRICKFERGUS",28653
"2015-01",-5.751434,54.550916,"Windmill Hill","ASBO","COMBER",9256
"2015-01",-6.274841,54.859475,"Larne Street","VISO","BALLYMENA",30265
"2015-01",-5.91472,54.673595,"Lacken Gardens","ASBO","NEWTOWNABBEY",118261
"2015-01",NA,NA,"No Location","VISO",NA,NA
"2015-01",-5.669143,54.648559,"Whitehill Drive","VISO","BANGOR",62789
"2015-01",-5.932085,54.578994,"Sandhurst Drive","ASBO","BELFAST",335665
"2015-01",-6.24148,54.109344,"Clonallan Road","BURG",NA,NA
"2015-01",-5.997968,54.580749,"Airfield Heights","VISO","BELFAST",335665
"2015-01",-5.762113,54.551528,"Glenside","ASBO","LIMAVADY",12128
"2015-01",-6.670265,54.689915,"Hammond Mews","CDAR","MONEYMORE",1371
"2015-01",-6.273808,54.858867,"Casement Street","ASBO","BALLYMENA",30265
"2015-01",-5.84333,54.856322,"Lindara Park","ASBO","LARNE",33620
"2015-01",-5.783778,54.505194,"Carsons Mews","ASBO","BALLYGOWAN",3181
"2015-01",-6.358243,54.18166,"Nursery Drive","VISO","NEWRY",27234
"2015-01",-6.736924,54.634292,"Castle Villas","ASBO","COOKSTOWN",10718
"2015-01",-5.915143,54.596349,"Laganbank Road","ASBO","BELFAST",335665
"2015-01",-5.926636,54.589125,"Walnut Street","VISO","BELFAST",335665
"2015-01",-7.445594,54.248965,"Trasna Way","OTTH","LISNASKEA",2744
"2015-01",-6.058467,54.513998,"Hillside Gardens","SHOP","BANGOR",62789
"2015-01",-5.485072,54.54469,"Fowler Way","CDAR","BALLYWALTER",2123
"2015-01",-6.422609,54.283338,"Tannyoky Road","BURG","POYNTZPASS",623
"2015-01",-6.025236,54.552023,"Iris Link","BURG","DUNMURRY",NA
"2015-01",-5.925144,54.610853,"Bentinck Street","SHOP","BELFAST",335665
"2015-01",-6.769659,55.147597,"Woodend Park","ASBO","ARTICLAVE",804
"2015-01",-6.279147,54.344341,"Leamount Park","BURG","BANBRIDGE",14634
"2015-01",-7.626352,54.342453,"Wickham Place","OTCR","ENNISKILLEN",13826
"2015-01",-6.278558,54.860327,"Patrick Place","ASBO","BALLYMENA",30265
"2015-01",-6.645711,55.201457,"Causeway Street","OTTH","PORTRUSH",6621
"2015-01",-7.473973,54.820549,"Lisnafin Park","VISO","STRABANE",17695
"2015-01",-6.466773,54.87664,"Garvaghy Grove","ASBO","PORTGLENONE",1187
"2015-01",-7.359531,55.032846,"Benview Estate","ASBO","LONDONDERRY",NA
"2015-01",-5.922012,54.628877,"Oakmount Drive","VISO","BELFAST",335665
"2015-01",-5.923333,54.584414,"Fitzwilliam Square","ASBO","BELFAST",335665
"2015-01",-7.320295,54.99672,"Shipquay Street","VISO","LONDONDERRY",NA
"2015-01",-6.357243,54.445905,"Ardowen","VISO","CRAIGAVON",17213
"2015-01",-5.932455,54.594903,"Clarence Street West","THPR","BELFAST",335665
"2015-01",-5.816553,54.856427,"Sallagh Park South","SHOP","LARNE",33620
"2015-01",-6.339119,54.175351,"The Mall","BURG","NEWRY",27234
"2015-01",-5.942775,54.585088,"Dunluce Avenue","BITH","PORTRUSH",6621
"2015-01",-5.90795,54.569746,"Kingsberry Park","VISO","BELFAST",335665
"2015-01",-6.335836,54.871394,"Fenaghy Road","OTTH","CULLYBACKEY",245
"2015-01",-7.351293,54.993907,"Creggan Heights","CDAR","LONDONDERRY",NA
"2015-01",-6.005284,54.75876,"Erskine Park","ASBO","BALLYCLARE",18675
"2015-01",-7.647391,54.352695,"Derrin Park","ASBO","ENNISKILLEN",13826
"2015-01",-7.324183,55.000578,"Queen Street","ASBO","LONDONDERRY",NA
"2015-01",-6.272027,54.351302,"Reilly Place","DRUG","BANBRIDGE",14634
"2015-01",-6.005964,54.748726,"Fernlea Gardens","ASBO","BALLYCLARE",18675
"2015-01",-5.988561,54.588014,"Norglen Drive","CDAR","BELFAST",335665
"2015-01",-6.744976,54.645884,"Central Avenue","VISO","PORTSTEWART",7825
"2015-01",-5.904684,54.556535,"Glendale Park","ASBO","BELFAST",335665
"2015-01",-6.767941,54.503681,"Castle Gardens","VISO","BELFAST",335665
"2015-01",-6.271421,54.869174,"Suffolk Street","OTTH","BALLYMENA",30265
"2015-01",-6.667208,55.127296,"Mount Street","ASBO","LONDONDERRY",NA
"2015-01",-6.673558,54.351569,"Callan Bridge Park","ASBO","ARMAGH",175621
"2015-01",-5.928635,54.592727,"Ormeau Avenue","VISO","BELFAST",335665
"2015-01",-5.814448,54.712692,"Belfast Road","ASBO","BANGOR",62789
"2015-01",-5.84044,54.583349,"Gilnahirk Road","OTTH","BELFAST",335665
"2015-01",-7.152608,54.910617,"Irwin Crescent","ASBO","BELFAST",335665
"2015-01",-5.708843,54.593715,"Circular Road","VISO","CASTLEROCK",1288
"2015-01",-6.260527,54.42031,"Main Street","ASBO","BALLYMONEY",11365
"2015-01",-5.69854,54.766281,"Mccraes Brae","BURG","WHITEHEAD",3803
"2015-01",-7.355168,55.014382,"Barrs Lane","ASBO",NA,NA
"2015-01",-7.31933,55.006659,"Baronet Street","VISO","LONDONDERRY",NA
"2015-01",-5.993768,54.685021,"Antrim Road","ASBO","TEMPLEPATRICK",1518
"2015-01",-6.339564,54.180676,"Erskine Street","VISO","NEWRY",27234
"2015-01",-6.656545,54.350222,"Edward Street","ASBO","LURGAN",28568
"2015-01",-6.206627,54.714818,"Corbally Park","ASBO","ANTRIM",21896
"2015-01",-5.924925,54.599348,"Upper Church Lane","OTTH","PORTADOWN",22611
"2015-01",-5.943791,54.597163,"Lady Street","OTTH","BELFAST",335665
"2015-01",-5.950805,54.617103,"Heathfield Court","VISO","BELFAST",335665
"2015-01",-6.779428,54.501552,"Woodburn Crescent","SHOP","COLERAINE",24694
"2015-01",-5.946853,54.632544,"Shandarragh Park","ASBO","BELFAST",335665
"2015-01",-6.027232,54.570556,"Colinvale","ASBO","DUNMURRY",NA
"2015-01",-7.588127,54.404108,"Currin Road","OTTH","BALLINAMALLARD",1347
"2015-01",-7.322908,55.001154,"Clarendon Street","OTCR","LONDONDERRY",NA
"2015-01",-5.950512,54.610314,"Rosewood Street","SHOP","BELFAST",335665
"2015-01",-5.681657,54.593682,"Old Movilla Road","CDAR","NEWTOWNARDS",28654
"2015-01",-6.611044,54.756513,"Garden Street","CDAR","MAGHERAFELT",8387
"2015-01",-6.345557,54.17712,"Patrick Street","VISO","SAINTFIELD",3354
"2015-01",-6.278889,54.864986,"George Street","ASBO","PORTADOWN",22611
"2015-01",-6.093105,54.703633,"Thornleigh","CDAR","BALLYMONEY",11365
"2015-01",-6.185575,54.711549,"Donore Crescent","ASBO","ANTRIM",21896
"2015-01",-5.931345,54.624715,"Premier Drive","ASBO","BELFAST",335665
"2015-01",-5.699039,54.594157,"Regent Street","VISO","NEWTOWNARDS",28654
"2015-01",-5.961362,54.592061,"Fallswater Street","OTTH","BELFAST",335665
"2015-01",-5.985128,54.585172,"Upton Court","VISO","BELFAST",335665
"2015-01",-5.922012,54.628877,"Oakmount Drive","SHOP","BELFAST",335665
"2015-01",-7.682642,54.434201,"Killadeas Road","ASBO","IRVINESTOWN",NA
"2015-01",-6.347065,54.174274,"Pound Road","VISO","MAGHERAFELT",8387
"2015-01",-5.93543,54.595116,"Glengall Street","ASBO","BELFAST",335665
"2015-01",-7.449785,54.829442,"Ballee Grove","ASBO","STRABANE",17695
"2015-01",-5.656093,54.641352,"Balloo Walk","VISO","BANGOR",62789
"2015-01",-6.057348,54.594763,"Tornaroy Road","DRUG","BELFAST",335665
"2015-01",-6.281883,54.354686,"Brookdale","VISO","LONDONDERRY",NA
"2015-01",-6.051365,54.763885,"Brookfield Heights","ASBO",NA,NA
"2015-01",-6.342289,54.173436,"Corn Market","OTTH","NEWRY",27234
"2015-01",-6.328797,54.179135,"Greenfield Park","ASBO","NEWRY",27234
"2015-01",-6.967175,54.416572,"Orchard Park","ASBO","PORTADOWN",22611
"2015-01",-6.763833,54.501186,"Gortmerron Avenue","BURG","DUNGANNON",15987
"2015-01",-7.611629,54.353187,"Chanterhill Park","POSW","ENNISKILLEN",13826
"2015-01",-5.979746,54.582944,"Glen Parade","VISO","BELFAST",335665
"2015-01",-5.943963,54.691634,"Christine Gardens","OTTH","NEWTOWNABBEY",118261
"2015-01",-6.418948,54.43406,"Hillside Crescent","ASBO","AUGHER",411
"2015-01",-5.926655,54.593618,"Joy Street","VISO","LONDONDERRY",NA
"2015-01",-5.932781,54.587541,"Botanic Avenue","ASBO","BELFAST",335665
"2015-01",-7.462444,54.831197,"Nancys Lane","VISO","STRABANE",17695
"2015-01",-7.304337,55.033118,"Cornshell Fields","VISO","LONDONDERRY",NA
"2015-01",-6.703998,54.965177,"Magheramore Road","OTTH","GARVAGH",1291
"2015-01",-5.900673,54.598777,"Lendrick Street","VISO","BELFAST",335665
"2015-01",-5.641291,54.251377,"Castle Court","VISO","CASTLECAULFIELD",NA
"2015-01",-6.744491,54.64251,"Loy Street","DRUG","COOKSTOWN",10718
"2015-01",-6.264365,54.857906,"Old Crebilly Road","ASBO","BALLYMENA",30265
"2015-01",-5.816553,54.856427,"Sallagh Park South","SHOP","LARNE",33620
"2015-01",-6.213958,54.591767,"Main Street","CDAR","BALLYMONEY",11365
"2015-01",-5.827365,54.733194,"Meadow Hill","OTTH","CARRICKFERGUS",28653
"2015-01",-6.391973,54.443614,"Parkmore","SHOP",NA,NA
"2015-01",-5.975367,54.624444,"Crumlin Road","ROBY","BELFAST",335665
"2015-01",-6.766115,54.511532,"Drumcoo Green","VISO","DUNGANNON",15987
"2015-01",-6.003244,54.761368,"Hamlet Walk","ASBO","BALLYCLARE",18675
"2015-01",-7.448323,54.824836,"Mount Carmel Heights","ASBO","STRABANE",17695
"2015-01",-6.005531,54.06025,"Knockchree Avenue","VISO","KILKEEL",69258
"2015-01",-6.550067,54.37216,"Main Street","ASBO","BALLYMONEY",11365
"2015-01",-7.329035,55.025397,"Moss Park","OTTH","LONDONDERRY",NA
"2015-01",-6.321985,54.185824,"Rathfriland Road","OTTH","DROMARA",601
"2015-01",-5.94736,54.582219,"Melrose Street","POSW","BELFAST",335665
"2015-01",-5.950505,54.591356,"Wauchope Court","ASBO","BELFAST",335665
"2015-01",-8.095469,54.479974,"Carlton Cottages","ASBO","BELLEEK",841
"2015-01",-6.058467,54.513998,"Hillside Gardens","OTTH","BANGOR",62789
"2015-01",-7.479805,54.774671,"Seein Road","ASBO","ARTIGARVAN",612
"2015-01",-5.905332,54.590627,"Rosebery Road","ROBY","BELFAST",335665
"2015-01",-5.704793,54.576053,"Lansdowne Drive","VISO","NEWTOWNARDS",28654
"2015-01",-6.74621,54.350172,"Navan Fort Road","ASBO","ARMAGH",175621
"2015-01",-5.934694,54.599272,"Divis Street","ASBO","BELFAST",335665
"2015-01",-5.934882,54.589437,"Donegall Road","ASBO","BELFAST",335665
"2015-01",-7.343101,54.999019,"Leenan Gardens","VISO","LONDONDERRY",NA
"2015-01",-7.304073,54.602534,"Sedan Avenue","ASBO","OMAGH",21325
"2015-01",-7.321208,55.016676,"Racecourse Road","ASBO","LONDONDERRY",NA
"2015-01",-5.81549,54.85276,"Agnew Street","ASBO","LARNE",33620
"2015-01",-7.645776,54.3473,"The Brook","SHOP","ENNISKILLEN",13826
"2015-01",-6.750923,54.652485,"Queens Avenue","CDAR","BALLYMONEY",11365
