"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2015-01",-6.339656,54.194038,"Hill Crescent","ASBO","COLERAINE",24694
"2015-01",-6.703511,54.248189,"High Street","BURG","HOLYWOOD",12657
"2015-01",-5.930703,54.587335,"Wolseley Street","VISO","BELFAST",335665
"2015-01",-7.322021,54.995338,"The Diamond","OTTH","KILREA",2732
"2015-01",-6.660046,55.125825,"Grange Road","VISO","COLERAINE",24694
"2015-01",-7.314257,54.376586,"Spout Walk","ASBO","FIVEMILETOWN",1369
"2015-01",-5.939027,54.62622,"Kenbella Parade","OTTH","BELFAST",335665
"2015-01",-7.321576,54.997635,"William Street","ASBO","DONAGHADEE",6926
"2015-01",-6.37249,54.444746,"Clonmeen","CDAR",NA,NA
"2015-01",-6.654436,54.346056,"Ogle Street","ASBO","ARMAGH",175621
"2015-01",-7.298181,54.9916,"Rossdowney Gardens","VISO","LONDONDERRY",NA
"2015-01",-5.935054,54.598569,"King Street","OTTH","BELFAST",335665
"2015-01",-5.770608,54.496955,"Moss Road","ASBO","BALLYCLARE",18675
"2015-01",-7.009131,55.043756,"Kings Lane","ASBO","BALLYKELLY",1836
"2015-01",-7.331421,55.029488,"Galliagh Park","CDAR","LONDONDERRY",NA
"2015-01",-7.215623,54.979068,"Lettershendony Avenue","ASBO","DRUMAHOE",1369
"2015-01",-6.67723,55.130504,"Pates Lane","ASBO","COLERAINE",24694
"2015-01",-5.936677,54.593421,"Sandy Row","ASBO","BELFAST",335665
"2015-01",-7.274574,54.60025,"Riverview Park","ASBO","BALLYMONEY",11365
"2015-01",-6.339195,54.182621,"Cochron Road","VISO","NEWRY",27234
"2015-01",-5.944742,54.588437,"Fortuna Street","OTTH","BELFAST",335665
"2015-01",-5.818716,54.852423,"Exchange Road","ASBO","LARNE",33620
"2015-01",-5.941684,54.621737,"Willowbank Gardens","ASBO","BELFAST",335665
"2015-01",-5.991894,54.557701,"Larkfield Avenue","OTTH","BELFAST",335665
"2015-01",-6.333109,54.460516,"Coronation Street","SHOP","PORTADOWN",22611
"2015-01",-5.921474,54.579297,"Derlett Street","VISO","BELFAST",335665
"2015-01",-7.312151,54.500565,"Carnalea Road","BURG","FINTONA",1458
"2015-01",-5.934292,54.600173,"Berry Street","OTCR","BELFAST",335665
"2015-01",-5.53908,54.640808,"Cannyreagh Road","OTTH","DONAGHADEE",6926
"2015-01",-5.852988,54.580059,"Creevy Avenue","OTTH","BELFAST",335665
"2015-01",-6.69102,54.975836,"Carhill Road","CDAR","GARVAGH",1291
"2015-01",-5.984129,54.627932,"Weavershill Road","VISO","BELFAST",335665
"2015-01",-5.904922,54.210846,"Tullybrannigan Rise","VISO","NEWCASTLE",7524
"2015-01",-7.447329,54.521328,"Montague Villas","DRUG","TANDRAGEE",3489
"2015-01",-7.639946,54.345747,"High Street","ASBO","HOLYWOOD",12657
"2015-01",-6.242641,54.221683,"Old Newry Road","ASBO","RATHFRILAND",2789
"2015-01",-7.120724,54.99845,"Dunlade Road","ASBO","GREYSTEEL",1231
"2015-01",-5.670801,54.593024,"Hawthorn Hill","ASBO","NEWRY",27234
"2015-01",-5.865693,54.595047,"Upper Newtownards Road","VISO","BELFAST",335665
"2015-01",-6.213958,54.591767,"Main Street","ASBO","BALLYMONEY",11365
"2015-01",-5.491557,54.54026,"Greyabbey Road","PUBO","BALLYWALTER",2123
"2015-01",-5.925144,54.610853,"Bentinck Street","SHOP","BELFAST",335665
"2015-01",-5.964125,54.576374,"Boucher Road","SHOP","BELFAST",335665
"2015-01",-6.178737,54.710045,"Willowdale","ASBO","BALLYMONEY",11365
"2015-01",-6.712767,55.185691,"Lever Road","ASBO","PORTSTEWART",7825
"2015-01",-5.936409,54.610632,"Kinnaird Street","ASBO","BELFAST",335665
"2015-01",-7.346647,55.029804,"Pinetrees","DRUG","DOWNPATRICK",11012
"2015-01",-6.640538,54.345919,"Drumadd Green","ASBO","ARMAGH",175621
"2015-01",-6.263996,54.879193,"Dunfane Avenue","PUBO","BALLYMENA",30265
"2015-01",-6.686499,55.138519,"Princess Gardens","ASBO","MAGHERAFELT",8387
"2015-01",-7.313431,54.596281,"Ardmore Crescent","OTTH","PORTADOWN",22611
"2015-01",-6.747965,54.647936,"Orritor Crescent","ASBO","COOKSTOWN",10718
"2015-01",-5.888655,54.59598,"Bloomfield Avenue","OTTH","BELFAST",335665
"2015-01",-6.674618,54.346352,"Mullacreevie Park","ASBO","ARMAGH",175621
"2015-01",-5.772998,54.729656,"Edenvale Avenue","OTTH","CARRICKFERGUS",28653
"2015-01",-5.897547,54.518593,"Marlborough Crescent","ASBO","CARRYDUFF",7123
"2015-01",-5.936357,54.599121,"Hamill Street","ASBO","BELFAST",335665
"2015-01",-5.891552,54.575841,"Downshire Parade","ASBO","BELFAST",335665
"2015-01",-5.863141,54.606844,"Ashburn Green","ASBO","BELFAST",335665
"2015-01",-5.919951,54.647108,"Shore Road","VISO","GLYNN",2156
"2015-01",-5.88865,54.593078,"Beersbridge Road","ASBO","BELFAST",335665
"2015-01",-7.307629,54.599024,"James Street","ASBO","LONDONDERRY",NA
"2015-01",-6.178737,54.710045,"Willowdale","ASBO","BALLYMONEY",11365
"2015-01",-5.883176,54.582281,"Castlereagh Road","BURG","BELFAST",335665
"2015-01",-6.510945,54.091237,"Cully Road","ASBO","BROUGHSHANE",2965
"2015-01",-5.887731,54.403203,"Windmill Gardens","VISO","BALLYNAHINCH",5567
"2015-01",-5.699039,54.594157,"Regent Street","CDAR","NEWTOWNARDS",28654
"2015-01",-5.924835,54.577701,"Timbey Park","OTTH","BELFAST",335665
"2015-01",-6.648768,54.346802,"The Mall West","SHOP","ARMAGH",175621
"2015-01",-5.542194,54.644655,"East Street","VISO","NEWTOWNARDS",28654
"2015-01",-5.854652,54.594322,"Knock Road","BURG","BALLYMONEY",11365
"2015-01",-5.90697,54.56804,"Knockbreda Park","BURG","BELFAST",335665
"2015-01",-5.962789,54.604691,"Woodvale Pass","BURG","BELFAST",335665
"2015-01",-5.820349,54.645796,"Seapark Grove","ASBO","HOLYWOOD",12657
"2015-01",-5.648462,54.482275,"Whiterock Bay","VISO","KILLINCHY",541
"2015-01",-5.99199,54.583103,"Aitnamona Crescent","VISO","BELFAST",335665
"2015-01",-6.649939,54.34624,"Friary Road","VISO","BALLYMONEY",11365
"2015-01",-5.942323,54.615216,"Manor Street","OTTH","BELFAST",335665
"2015-01",-5.876451,54.598552,"Clonlee Drive","VISO","BELFAST",335665
"2015-01",-5.897518,54.402772,"High Street","CDAR","HOLYWOOD",12657
"2015-01",-7.1265,55.018856,"Sheskin Road","OTTH","GREYSTEEL",1231
"2015-01",-5.935169,54.588355,"Lisburn Road","ASBO","BELFAST",335665
"2015-01",-6.396737,54.98417,"Glenbuck Road","VISO","BALLYMENA",30265
"2015-01",-6.345605,54.177462,"Monaghan Street","VISO","NEWRY",27234
"2015-01",-7.643201,54.348164,"Queen Street","ASBO","LONDONDERRY",NA
"2015-01",-5.969975,54.58907,"Rockmount Street","OTTH","BELFAST",335665
"2015-01",-6.261798,55.199194,"Fogarty Crescent","ASBO","BALLYCASTLE",5765
"2015-01",-5.976511,54.623547,"Lavens Drive","VISO","BELFAST",335665
"2015-01",-6.216693,54.72272,"Ajax Court","CDAR","ANTRIM",21896
"2015-01",-6.068455,54.487895,"Eglantine Road","OTTH","LISBURN",121654
"2015-01",-6.454428,54.413128,"Armagh Road","SHOP","NEWTOWNHAMILTON",2903
"2015-01",-7.34701,54.992124,"Cromore Gardens","ASBO","LONDONDERRY",NA
"2015-01",-7.313687,54.599463,"Strule Park","SHOP","OMAGH",21325
"2015-01",-7.323196,55.035973,"Fernabbey Drive","ASBO","LONDONDERRY",NA
"2015-01",-5.694694,54.652678,"Orlock Gardens","VISO","BANGOR",62789
"2015-01",-5.890948,54.403547,"The Sidings","BURG","ENNISKILLEN",13826
"2015-01",-6.661185,55.192483,"Glentaisie Park","CDAR","PORTRUSH",6621
"2015-01",-7.324554,55.02777,"Altcar Park","CDAR","LONDONDERRY",NA
"2015-01",-6.982344,54.576935,"Sluggan Road","CDAR","POMEROY",621
"2015-01",-5.947632,54.633375,"Upper Cavehill Road","ROBY","BELFAST",335665
"2015-01",-5.948459,54.580971,"Windsor Avenue","ASBO","NEWTOWNARDS",28654
"2015-01",-5.858198,54.618429,"Knocknagoney Park","VECR","BELFAST",335665
"2015-01",-5.958471,54.600988,"Clonard Gardens","ASBO","BELFAST",335665
"2015-01",-6.607453,54.750695,"Greenvale Park","ASBO","MAGHERAFELT",8387
"2015-01",-7.321511,55.016327,"Pennyburn Industrial Estate","ROBY","LONDONDERRY",NA
"2015-01",-7.314834,55.021895,"Grainan Park","ASBO","LONDONDERRY",NA
"2015-01",-5.962095,54.687304,"Ballycraigy Park","VECR","NEWTOWNABBEY",118261
"2015-01",-7.313038,55.021813,"Grainan Drive","ASBO","LONDONDERRY",NA
"2015-01",-6.321428,54.193148,"Carney Hall","VISO","NEWRY",27234
"2015-01",-7.325564,54.597958,"Lammy Crescent","VISO","OMAGH",21325
"2015-01",-6.339119,54.175351,"The Mall","ASBO","NEWRY",27234
"2015-01",-5.699039,54.594157,"Regent Street","CDAR","NEWTOWNARDS",28654
"2015-01",-5.952504,54.603016,"Northland Court","CDAR","BELFAST",335665
"2015-01",-6.330384,54.461152,"Moores Lane","ASBO","LURGAN",28568
"2015-01",-7.279509,55.008325,"Bridgewater","BURG","LONDONDERRY",NA
"2015-01",-6.012184,54.054322,"Mcgoldricks Villas","ASBO","KILKEEL",69258
"2015-01",-7.473778,54.829522,"Lifford Road","ASBO","STRABANE",17695
"2015-01",-7.3061,54.991709,"Good Shepherd Glen","ASBO","LONDONDERRY",NA
"2015-01",-5.940606,54.60294,"Boundary Street","DRUG","BELFAST",335665
"2015-01",-5.930408,54.589486,"Elm Street","ASBO","BELFAST",335665
"2015-01",-5.913894,54.569337,"Ormeau Road","ASBO","BELFAST",335665
"2015-01",-5.702351,54.595523,"West Street","VISO","BALLYCARRY",997
"2015-01",-6.369134,54.443083,"Clonmeen","OTTH",NA,NA
"2015-01",-7.316903,55.020703,"Summerhill Park","BURG","BELFAST",335665
"2015-01",-6.450649,54.431632,"Churchill Park","VISO","PORTADOWN",22611
"2015-01",-7.339389,54.99767,"Malin Gardens","ASBO","LONDONDERRY",NA
"2015-01",-5.541793,54.381682,"Oakland Terrace","VISO","PORTAFERRY",2514
"2015-01",-5.849475,54.580105,"Farmhurst Green","DRUG","BELFAST",335665
"2015-01",-6.046705,54.511284,"Bow Street","SHOP","LISBURN",121654
"2015-01",-5.701651,54.597226,"William Street Court","ASBO","NEWTOWNARDS",28654
"2015-01",-5.952361,54.69395,"The Glade","ASBO","NEWTOWNABBEY",118261
"2015-01",-6.007062,54.720047,"Wesleydale","CDAR","BALLYCLARE",18675
"2015-01",-5.560084,54.535318,"Newtownards Road","ASBO","BELFAST",335665
"2015-01",-5.931611,54.689905,"Ballyfore Gardens","CDAR","NEWTOWNABBEY",118261
"2015-01",-6.277105,54.858258,"Queen Street","ASBO","LONDONDERRY",NA
"2015-01",-5.671813,54.659042,"Railwayview Street","ASBO","BANGOR",62789
"2015-01",-6.339799,54.173671,"Mill Street","DRUG","NEWTOWNSTEWART",1524
"2015-01",-5.951582,54.606568,"Berlin Street","VISO","BELFAST",335665
"2015-01",-6.669696,55.131689,"New Row","OTTH","COLERAINE",24694
"2015-01",-7.632469,54.244613,"Graffy Road","OTTH","KINAWLEY",77
"2015-01",-6.077024,54.51212,"Ballinderry Road","OTTH","LISBURN",121654
"2015-01",-6.399319,54.19171,"Church View","VISO","RANDALSTOWN",5127
"2015-01",-6.508942,54.868792,"Beechland Park","VISO","PORTGLENONE",1187
"2015-01",-6.667208,55.127296,"Mount Street","ASBO","LONDONDERRY",NA
"2015-01",-5.820235,54.723713,"The Hollies","ASBO","CARRICKFERGUS",28653
"2015-01",-6.645393,55.133101,"Clifton Park","BURG","COLERAINE",24694
"2015-01",-6.373058,54.078553,"Edenappa Road","VISO","JONESBOROUGH",287
"2015-01",-7.296961,54.982754,"Dunseverick Park","BURG","LONDONDERRY",NA
"2015-01",-5.803814,54.592708,"Church Mews","CDAR","NEWRY",27234
"2015-01",-6.236625,54.10195,"Seafields","CDAR","WARRENPOINT",7651
"2015-01",-6.412344,54.189673,"Quarter Road","BURG","CAMLOUGH",1106
"2015-01",-6.655962,55.126993,"Lodge Park","ASBO","COLERAINE",24694
"2015-01",-6.186744,54.718026,"Devon Court","ASBO","ANTRIM",21896
"2015-01",-5.989099,54.578984,"North Link","BURG","BELFAST",335665
"2015-01",-7.287142,54.608014,"Beechgrove","CDAR","MAGHERAFELT",8387
"2015-01",-5.973182,54.598944,"West Circular Road","VISO","BELFAST",335665
"2015-01",NA,NA,"No Location","CDAR",NA,NA
"2015-01",-6.283776,54.866546,"Clarence Street","OTCR","BALLYMENA",30265
"2015-01",-7.307239,55.033485,"Cornshell Fields","ASBO","LONDONDERRY",NA
"2015-01",-6.335414,54.171122,"Cronin Park","VECR","NEWRY",27234
"2015-01",-5.94736,54.582219,"Melrose Street","ASBO","BELFAST",335665
"2015-01",-5.947886,54.60558,"Albany Place","OTTH","BELFAST",335665
"2015-01",-5.745618,54.55044,"High Street","BURG","HOLYWOOD",12657
"2015-01",-5.988564,54.5754,"South Link","ASBO","BELFAST",335665
"2015-01",-6.637117,55.196043,"Ballywillin Crescent","VISO","PORTRUSH",6621
"2015-01",-5.927783,54.597923,"Arthur Place","ASBO","BELFAST",335665
"2015-01",-5.925002,54.61244,"Carnalea Place","VISO","BELFAST",335665
"2015-01",-5.964125,54.576374,"Boucher Road","SHOP","BELFAST",335665
"2015-01",-5.923839,54.616428,"North Derby Street","OTCR","BELFAST",335665
"2015-01",-5.926089,54.589853,"Walnut Court","BURG","BELFAST",335665
"2015-01",-6.277867,54.860838,"Patrick Place","ASBO","BALLYMENA",30265
"2015-01",-7.289145,54.988431,"Pelham Road","VISO","LONDONDERRY",NA
"2015-01",-5.798773,54.499969,"Meadow Drive","OTTH","CLOGHY",1165
"2015-01",-6.351386,54.189994,"Larchmount","SHOP",NA,NA
"2015-01",-5.848754,54.863273,"Walnut Road","ASBO","LARNE",33620
"2015-01",-5.939913,54.621563,"Rosemount Gardens","CDAR","BELFAST",335665
"2015-01",-5.821929,54.853487,"The Roddens","ASBO","LARNE",33620
"2015-01",-7.360674,54.182019,"Drumcru Road","OTCR","NEWTOWNBUTLER",973
"2015-01",-6.949792,55.052825,"Main Street","VISO","BALLYMONEY",11365
"2015-01",-5.829598,54.53122,"Marlodge Drive","ASBO","MONEYREAGH",1380
"2015-01",-5.679967,54.65848,"Brunswick Road","ASBO","BANGOR",62789
"2015-01",-5.905309,54.563645,"Glencregagh Road","CDAR","BELFAST",335665
"2015-01",-5.946066,54.613456,"Southport Court","VISO","BELFAST",335665
"2015-01",-6.555273,54.336958,"Ratarnet Road","VISO","ARMAGH",175621
"2015-01",-5.985174,54.617447,"Glencairn Walk","VECR","BELFAST",335665
"2015-01",-5.803671,54.850732,"Curran Road","CDAR","CASTLEDAWSON",3369
"2015-01",-5.929548,54.58754,"Lawrence Street","ASBO","BELFAST",335665
"2015-01",-5.938336,54.660666,"Whitewell Mews","ASBO","NEWTOWNABBEY",118261
"2015-01",-6.335317,54.463484,"Church Place","VECR","LURGAN",28568
"2015-01",-5.678499,54.645899,"Cleland Park Central","CDAR","BANGOR",62789
"2015-01",-5.928741,54.597032,"Donegall Square East","VISO","BELFAST",335665
"2015-01",-7.319792,54.596147,"Tamlaght Road","ASBO","KILREA",2732
"2015-01",-5.79197,54.740785,"Plantation Avenue","CDAR","CARRICKFERGUS",28653
"2015-01",-7.302011,54.600025,"High Street","ASBO","HOLYWOOD",12657
"2015-01",-6.260064,54.419612,"Soudavar Park","VISO","CRAIGAVON",17213
"2015-01",-5.702351,54.595523,"West Street","VISO","BALLYCARRY",997
"2015-01",-5.86919,54.596528,"Kincora Avenue","BURG","BELFAST",335665
"2015-01",-6.719304,55.18549,"The Promenade","BURG","PORTSTEWART",7825
"2015-01",-6.277751,54.863182,"Prospect Place","ASBO","BALLYMENA",30265
"2015-01",-5.925996,54.617237,"Gainsborough Drive","ASBO","BELFAST",335665
"2015-01",-6.270103,54.855939,"Brooke Park","ASBO","CASTLEDERG",2936
"2015-01",-5.838481,54.638996,"Ean Hill","ASBO","HOLYWOOD",12657
"2015-01",-6.557178,54.374293,"Millview Park","BURG",NA,NA
"2015-01",-5.824947,54.644998,"Seapark Lane","ASBO","HOLYWOOD",12657
"2015-01",-5.953232,54.634746,"Mount Coole Park","ASBO","BELFAST",335665
"2015-01",-7.612311,54.354258,"Loane Drive","ASBO","ENNISKILLEN",13826
"2015-01",-6.280541,54.351109,"Windyridge","BURG","BANBRIDGE",14634
"2015-01",-7.296819,54.986382,"Harberton Park","ASBO","BELFAST",335665
"2015-01",-6.155978,54.412694,"Banbridge Road","ASBO","LURGAN",28568
"2015-01",-5.988564,54.5754,"South Link","OTTH","BELFAST",335665
"2015-01",-5.967502,54.609505,"Ballygomartin Road","SHOP","BELFAST",335665
"2015-01",-5.690352,54.594531,"East Street","OTTH","NEWTOWNARDS",28654
"2015-01",-6.453205,54.420641,"Atkinson Avenue","BURG","PORTADOWN",22611
"2015-01",-6.664879,55.150097,"Loughanhill Park","VISO","COLERAINE",24694
"2015-01",-6.391973,54.443614,"Parkmore","SHOP",NA,NA
"2015-01",-5.965383,54.580627,"Boucher Crescent","OTTH","BELFAST",335665
"2015-01",-7.321576,54.997635,"William Street","VISO","DONAGHADEE",6926
"2015-01",-7.323947,54.99048,"Alma Place","VISO","LONDONDERRY",NA
"2015-01",-5.977555,54.620284,"Glenside Park","DRUG","BELFAST",335665
"2015-01",-7.331868,55.029913,"Galliagh Park","VISO","LONDONDERRY",NA
"2015-01",-5.928429,54.647945,"Vandyck Crescent","VISO","NEWTOWNABBEY",118261
"2015-01",-6.219056,54.731119,"Islay Street","CDAR","ANTRIM",21896
"2015-01",-5.713986,54.329221,"Saul Street","VISO","DOWNPATRICK",11012
"2015-01",-5.92881,54.585317,"Carmel Street","ASBO","BELFAST",335665
"2015-01",-7.271798,54.982759,"Ardnabrocky","VECR","DRUMAHOE",1369
"2015-01",-5.894829,54.58128,"The Village Green","OTTH","LONDONDERRY",NA
"2015-01",-5.982953,54.597238,"New Barnsley Park","OTTH","BELFAST",335665
"2015-01",-7.341846,55.011705,"Kylemore Park","CDAR","LONDONDERRY",NA
"2015-01",-5.882692,54.605921,"Sandbrook Gardens","VISO","BELFAST",335665
"2015-01",-6.024457,54.542567,"Melmore Drive","OTTH","DUNMURRY",NA
"2015-01",-6.781874,54.501828,"Braeside","ASBO",NA,NA
"2015-01",-6.724076,54.606397,"Main Street","BURG","BALLYMONEY",11365
"2015-01",-6.047105,54.736853,"Ballyhamage","VECR",NA,NA
"2015-01",-5.947108,54.618882,"Cliftonville Street","VISO","BELFAST",335665
"2015-01",-7.328246,55.025824,"Moss Park","ROBY","LONDONDERRY",NA
"2015-01",-7.357851,55.015698,"Farland Way","VECR","LONDONDERRY",NA
"2015-01",-6.526555,55.201243,"Dunluce Manor","ASBO","BUSHMILLS",1359
"2015-01",-6.271054,54.874092,"Cushendall Road","CDAR","BALLYCASTLE",5765
"2015-01",-6.431029,54.424847,"Edenderry Gardens","POSW","PORTADOWN",22611
"2015-01",-5.872153,54.595493,"Kerrsland Parade","SHOP","BELFAST",335665
"2015-01",-6.216195,54.720629,"Cossack Court","CDAR","ANTRIM",21896
"2015-01",-5.920302,54.691787,"Twinburn Crescent","ASBO","NEWTOWNABBEY",118261
"2015-01",-6.274594,54.346945,"Downshire Gardens","ASBO","CARRICKFERGUS",28653
"2015-01",-5.889829,54.40014,"Loughside Drive","ASBO","BALLYNAHINCH",5567
"2015-01",-6.268694,54.350832,"Bridge Street","VISO","CUSHENDALL",1410
"2015-01",-5.697256,54.590107,"South Street","VISO","NEWTOWNARDS",28654
"2015-01",-5.923982,54.624867,"Seamount","ASBO","BELFAST",335665
"2015-01",-5.936644,54.59192,"Sandy Row","VISO","BELFAST",335665
"2015-01",-6.249167,54.099635,"Parkside","CDAR","WARRENPOINT",7651
"2015-01",-7.652853,54.34688,"Rossorry Church Road","VISO","ENNISKILLEN",13826
"2015-01",-7.537636,54.794237,"Donowen Park","ASBO",NA,NA
"2015-01",-5.938546,54.580622,"Malone Road","VISO","DUNMURRY",NA
"2015-01",-6.354936,54.141093,"Park View","VISO","NEWRY",27234
"2015-01",-5.944298,54.604,"Malvern Street","ASBO","BELFAST",335665
"2015-01",-6.046498,54.522413,"Lenamore Park","ASBO","NEWTOWNARDS",28654
"2015-01",-7.315273,55.02091,"Summerhill Grove","CDAR","LONDONDERRY",NA
"2015-01",-6.254299,54.859837,"Shetland Gardens","OTTH","BALLYMENA",30265
"2015-01",-6.334155,54.261825,"Glen Road","VISO","GARVAGH",1291
"2015-01",-6.267382,54.354577,"Mountview Drive","ASBO",NA,NA
"2015-01",-5.975437,54.59528,"Sliabh Dubh View","ASBO","BELFAST",335665
"2015-01",-7.33899,55.023798,"Templemore Mews","ASBO","LONDONDERRY",NA
"2015-01",-5.925144,54.610853,"Bentinck Street","SHOP","BELFAST",335665
"2015-01",-6.274293,54.350085,"Scarva Walk","ASBO","BANBRIDGE",14634
"2015-01",-5.955268,54.616415,"Jamaica Road","VISO","BELFAST",335665
"2015-01",-6.596007,54.298896,"The Cairn Road","ASBO","ARMAGH",175621
"2015-01",-6.338388,54.175242,"Marcus Street","ASBO","NEWRY",27234
"2015-01",-5.960566,54.63026,"Meyrick Park","OTTH","BELFAST",335665
"2015-01",-5.895212,54.589158,"Wayland Street","ASBO","BELFAST",335665
"2015-01",-5.910804,54.563829,"Saintfield Road","OTCR","CASTLEREAGH",NA
"2015-01",-6.653657,54.345886,"Dobbin Street","VISO","ARMAGH",175621
"2015-01",-6.216811,54.619599,"Orchard Road","ASBO","STRABANE",17695
"2015-01",-5.937648,54.592261,"Rowland Way","ASBO","BELFAST",335665
"2015-01",-6.004472,54.561934,"Garnock Hill","CDAR","BELFAST",335665
"2015-01",-5.931754,54.598036,"Fountain Street","SHOP","STRABANE",17695
"2015-01",-5.667482,54.660513,"Castle Street","SHOP","DONAGHADEE",6926
"2015-01",-7.294985,54.605491,"Sunnycrest Gardens","VECR","OMAGH",21325
"2015-01",-6.339864,54.164777,"Drumalane Park","CDAR","NEWRY",27234
"2015-01",-6.780064,54.506122,"Springdale","ASBO","BELFAST",335665
"2015-01",-5.976491,54.577777,"Kennedy Way Industrial Estate","SHOP",NA,NA
"2015-01",-6.681687,55.126088,"Kylemore Road","CDAR","COLERAINE",24694
"2015-01",-5.836264,54.587713,"Melfort Drive","BURG","BELFAST",335665
"2015-01",-7.1265,55.018856,"Sheskin Road","VISO","GREYSTEEL",1231
"2015-01",-5.759243,54.550864,"Heathermount Park","BURG","COMBER",9256
"2015-01",NA,NA,"No Location","VISO",NA,NA
"2015-01",-5.991894,54.557701,"Larkfield Avenue","BURG","BELFAST",335665
"2015-01",-6.40621,54.43348,"Lisnisky Lane","ASBO","PORTADOWN",22611
"2015-01",-6.324146,54.747954,"Church View","ASBO","RANDALSTOWN",5127
"2015-01",-6.330609,54.169887,"Hennessy Park","VISO","NEWRY",27234
"2015-01",-5.900468,54.556759,"Glenholm Drive","ASBO","BELFAST",335665
"2015-01",-5.929562,54.626284,"Seabourne Parade","ASBO","BELFAST",335665
"2015-01",-6.299058,54.860984,"Old Galgorm Road","BURG","BALLYMENA",30265
"2015-01",-6.185478,54.713353,"Donore Crescent","OTTH","ANTRIM",21896
"2015-01",-5.907308,54.559636,"Breda Avenue","VISO","BELFAST",335665
"2015-01",-5.913227,54.603864,"Queens Road","VISO","BELFAST",335665
"2015-01",-7.321576,54.997635,"William Street","ASBO","DONAGHADEE",6926
"2015-01",-5.675073,54.591111,"Coppice Way","CDAR","NEWTOWNARDS",28654
"2015-01",-6.940825,55.039228,"Glengiven Avenue","CDAR","LIMAVADY",12128
"2015-01",-6.780315,54.510131,"Hawthorne Crescent","CDAR","MAGHERA",8387
"2015-01",-6.270932,54.846015,"Drumtara","ASBO","BALLYMENA",30265
"2015-01",-5.716809,54.313504,"Vianstown Heights","BURG","DOWNPATRICK",11012
"2015-01",-5.956591,54.615332,"Havana Way","ASBO","BELFAST",335665
"2015-01",-6.656518,54.345873,"Castle Court","ASBO","CASTLECAULFIELD",NA
"2015-01",-5.796273,54.718742,"Agnes Street","ASBO","BELFAST",335665
"2015-01",-6.660703,54.336351,"Primates Manor","DRUG","ARMAGH",175621
"2015-01",-6.359395,54.183132,"Parkhead Crescent","ASBO","NEWRY",27234
"2015-01",-6.221368,54.715206,"Market Square","CDAR","DUNGANNON",15987
"2015-01",-6.705261,55.173152,"Millrush Park","ASBO","PORTSTEWART",7825
"2015-01",-6.674788,54.346812,"Mullacreevie Park","VISO","ARMAGH",175621
"2015-01",-5.947448,54.605366,"Albany Place","OTTH","BELFAST",335665
"2015-01",-5.887491,54.596032,"Westcott Street","ASBO","BELFAST",335665
"2015-01",-5.951225,54.580092,"Meadowbank Street","ASBO","BELFAST",335665
"2015-01",-6.613068,54.752727,"Westland Drive","OTTH","BALLYWALTER",2123
"2015-01",-5.683795,54.591728,"Inisharoan Court","ASBO","NEWTOWNARDS",28654
"2015-01",-6.442651,54.423111,"High Street","VISO","HOLYWOOD",12657
"2015-01",-5.987547,54.070814,"Mourneview Park","BURG","KILKEEL",69258
"2015-01",-5.96071,54.635429,"Kilcoole Gardens","VISO","BELFAST",335665
"2015-01",-5.911571,54.605066,"Queens Road","OTTH","BELFAST",335665
"2015-01",-5.88865,54.593078,"Beersbridge Road","ASBO","BELFAST",335665
"2015-01",-6.491124,55.069877,"Carnany Park","ASBO","BALLYMONEY",11365
"2015-01",-7.281411,54.972746,"Conway Park","OTTH","MULLAGHBAWN",623
"2015-01",-6.051893,54.556382,"Mount Eagles Avenue","ASBO","DUNMURRY",NA
"2015-01",-6.278889,54.864986,"George Street","ASBO","PORTADOWN",22611
"2015-01",-5.440825,54.462895,"Springfield Gardens","ASBO","PORTAVOGIE",2154
"2015-01",-6.434238,54.488939,"Derrycor Lane","ASBO",NA,NA
"2015-01",-5.93075,54.60014,"Berry Street","SHOP","BELFAST",335665
"2015-01",-6.414181,54.358762,"Mourneview Park","OTTH","KILKEEL",69258
"2015-01",-5.904877,54.597673,"Bryson Street","ASBO","BELFAST",335665
"2015-01",-5.901225,54.597987,"Major Street","VECR","BELFAST",335665
"2015-01",-5.947791,54.083261,"Binnian View Park","VECR","BALLYMARTIN",426
"2015-01",-6.499802,55.066373,"Dehra Gardens","OTTH","BALLYMONEY",11365
"2015-01",-5.949715,54.582762,"Melrose Street","BURG","BELFAST",335665
"2015-01",-5.931754,54.598036,"Fountain Street","SHOP","STRABANE",17695
"2015-01",-6.416163,54.427564,"Killycomain Park","VISO","PORTADOWN",22611
"2015-01",-6.207565,54.71467,"Craigmore Park","DRUG","ANTRIM",21896
"2015-01",-7.311759,55.026154,"Moyola Walk","ASBO","LONDONDERRY",NA
"2015-01",-5.903719,54.60095,"Harland Drive","VISO","BELFAST",335665
"2015-01",-6.327916,54.162249,"Toragh Park","BURG","NEWRY",27234
"2015-01",-5.946576,54.615612,"Harcourt Drive","ASBO","BELFAST",335665
"2015-01",-6.700947,54.244846,"Carbry Heights","ASBO","KEADY",3103
"2015-01",-6.004385,54.758404,"Erskine Park","ASBO","BALLYCLARE",18675
"2015-01",-5.696646,54.600078,"Glenard Road","VISO","NEWTOWNARDS",28654
"2015-01",-5.663461,54.66279,"Alfred Street","ASBO","BELFAST",335665
"2015-01",-5.704557,54.577208,"Lysander Park","VISO","NEWTOWNARDS",28654
